function,max_iter,seed,min_fx,max_fx,avg_fx,std_fx
McCourt08,50,30,-3.4434993847408046,-3.1714579315709868,-3.336208447000082,0.05955049660024777
McCourt08,75,30,-3.4434993847408046,-3.2773816977461276,-3.3645582372778415,0.047290571386035256
McCourt08,100,30,-3.4434993847408046,-3.2773816977461276,-3.3784788196125715,0.044259577010381704
McCourt08,150,30,-3.4434993847408046,-3.2882012767691755,-3.39277840136622,0.03531050098958238
McCourt08,200,30,-3.4434993847408046,-3.343387368323958,-3.4046661005456054,0.024265984077259672
McCourt08,250,30,-3.4434993847408046,-3.343387368323958,-3.4065620096876663,0.024845314425404684
McCourt08,500,30,-3.44839950573043,-3.366415590406632,-3.418286299314477,0.020113557430966336
McCourt08,1000,30,-3.4488347341723133,-3.4006543017697766,-3.428078207968889,0.012943020962039347
