function,max_iter,seed,min_fx,max_fx,avg_fx,std_fx
Easom,50,30,6.468454783875973,20.423338262611637,15.372774896196768,4.780240409975777
Easom,75,30,3.5464881323368727,20.39975607847671,12.129603894308342,6.734409778525694
Easom,100,30,1.0515820307535972,20.39975607847671,10.120652090346036,7.807342585766145
Easom,150,30,0.20478188445474332,20.11461383738551,7.709032200802367,8.647487850269993
Easom,200,30,0.010998676808192887,20.095908346603583,6.671508177397218,8.943642432377356
Easom,250,30,0.0005534050042652616,20.095908346603583,5.747641738953294,8.742517952634719
Easom,500,30,1.7623245840425739e-07,20.02835996411334,5.320966063676762,8.823968916922713
Easom,1000,30,4.440892098500626e-16,20.007991508087706,5.319040875393324,8.820913190713084
